web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1562682002-613","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Vincent","Compared to Pixel 3","May 23, 2019","Basically Pixel 3 lite version like how iphone XR si to iphone X or samsung Galexy s10e is to Samsung S10, but at a more affordable price.

Here are the list of differences compared to the Pixel 3 (original).

1. Camera.
Best camera at this price point
Same rear facing camera. One of the best, if not the best smart phone cameras out there in the market.
Camera hardware is toned down. If you use 3rd party camera apps you may not get HDR+
Takes a few seconds longer for post processing to finish; not an issue unless you take multiple pictures in quick session then try compare them
There's no duel camera on the front. So no wide angle selfies
Unlimited storage at high quality with Google Photos to cloud for 3 years

2. Plastic Body
Doesn't feel as preinum, but may not feel the urge to buy a case for it right away.

3. Has a Headphone Jack
Can use wired headhphone on it with a 3.5mm headphone jack. No adapter needed.
Has Bluetooth 5.0 for those who have switch over to wireless lifestyle.

4. No Pixel Buds
Unlike the original, does not come with Pixel Buds out of the box. Not even wired headset

5. No Wireless Charging

6. Longer Battery life
Has larger battery and faster charge time than orginal

7. No Front Facing Speaker.

Instead speakers are on the bottom of the phone. Makes it less emesrive/loud when playing audio from device.

8. No water resistance
Careful not dropping it in a pool or toiliet

9. Has mid teir processer: Snapdragon 670 with 4GB RAM. Good enough for casual use. If you play a lot of mobile games or multitask with duel screens, you may see notice some slowdown if you're used to high end smart phones.

10. More carriers selling phone. Original only sold at Verizon
Like other Pixel, Google phones; it is an unlocked phone so can use it on any carrier.

11. Missing 3rd mic
Lower audio pickup and noise reduction

12. Larger size physcially than Pixel 3 despite it having lower specs

13. Screen
Has OLED screen vs LCD like the original, but not as bright.
443ppi original vs 441ppi for 3a
Has dragon trail glass vs gorillia glass. Both are different manufactures with different names. Durablity should be almost the same

14. No facial regonition software
Must use finger print sensor, number code or pattern.
Finger print sensor is top notch and quick like all other Pixel phones

Misc info:
Google Software. You get stock andriod and access to most frequent security and firmware updates from Google. Guarenteed 3 years updates according to Google

Still get active edge- squeeze to activate Google Assistant

Overall, I say very good budget phone if you want one of the best camera and first access to Andriod updates at an affordable price with some compromises. Very good value for what you get.","4.0 out of 5 stars","",""
"1562682093-706","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","ky yoon baek","I was greatly disappointed.","June 13, 2019","I am using t-mobile. I like everything else but the call quality is too bad.  If you do not hear it and you can not hear the other person, it is said to be dew.  Do not buy until this problem is resolved.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews"
"1562682009-625","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","KissimmeePrimeCustomer","Awesome Phone","May 28, 2019","Good phone for the price. I have a pixel3XL and this one is for my wife. Very nice screen and doesn't feel cheap even with plastic back. Fast, good battery life and awesome camera. Came with fast charger but no earphone included.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1562682005-621","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","whatsmynameagain","Note 9 to 3a","June 17, 2019","I had a note 9 and it broke so I got this and honestly I don't feel like I'm missing much. Of course it lacks the note taking features and wireless charging. I really miss Samsung pay but honestly all in all its a great phone especially for price. Nice screen good sound. Great tactile feedback. The call screening feature is great. Pictures look great. Although I miss a few things from the note 9 they definitely aren't worth the extra price for me. This phone works great.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1562682104-732","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","carolina.country","GET IT","June 30, 2019","Don't waste your money on a $1000 phone, unless you absolutely positively need the specs of a flagship. This phone is perfect for 99% of people (there are even great $300 phones now that would satisfy 75% of people!).  Anyway, for the past few years, I've paid cash for my phones and used them on prepaid networks to save money. Pre-Pixel 3a XL I had a Moto G7, which is a good phone on paper, especially for $300, but it was filled with buggy software issues. So I 'splurged' (for me) and got the 3a XL.  The biggest standout of this phone is the excellent camera, especially if you like landscape shots (mountains, sunsets, etc). The colors pop just right and the clarity is amazing. It is also a fast camera with no processing lag post-shot. There are some cool features baked into the phone but I think what most people will find great is the cam. The two minor downsides are, there is no micro-SD expansion slot, and the bezels around the screen are big for 2019. I knew that going into it, and neither is a deal breaker for me.  Otherwise, the 3a/XL is plenty fast (it actually feels faster than it should - I've read that Google has excellent software optimization). Everything works as it should. Bluetooth connects fast to all my devices.  And just to give you an example as to a major benefit of a Google device - if a bug is found, there is a forum to post about it, and the developers post updates on the resolution.  I didn't buy this phone from Amazon, but when I find a product or service I feel strongly about, I like to share my experience. I highly recommend anyone looking for a new phone check out the 3a or 3a XL. Even if you think you *need* a Galaxy S10, you probably don't. Check this one out first. Save yourself the $500 and spend it on some other tech toy instead.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews"
"1562682062-685","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Edmond To","Great Value Phone","June 17, 2019","Amazing camera, battery life, and has a headphone jack! All that is missing is a wireless charger but you can buy a add on for that or hope for a better case down the line.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1562682076-697","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Chris Panton","Best camera on a phone under $400! This is a phone to get","May 16, 2019","Pros:
- Battery life is fantastic! Easily gets 6hr SoT
- Camera is the same as the Pixel 3. Meaning, one of the best cameras for uner $400
- Smooth and fluid. I was afraid it would lag cause of the SD670 and 4gb of ram but I feel its smoother than the Pixel 3
- The phone is light and feels nice in the hand. The plastic is high quality but feels great
- Fast Android updates
- Headphone jack
- Dual speakers (earpiece and one bottom firing)
- FP scanner is fast.
- 3 years of Android/security updates

Cons:
- No IP rating
- EMMC storage speed
- High quality photo storage vs original
- No Pixel visual core
- Dragon trail glass not gorilla glass
- Not a flagship SoC, so hardcore gaming will be a bit slower than a $700+ phone
- No expandable storage
- 4gb of ram, not a big deal since it is a mid-range device but 3 years from now we dont know how will it'll hold up","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews"
"1562682009-630","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Malatesh","Best Camera and worth to money","June 6, 2019","This is the best camera amongst all the phones in the market, good battery life, Nice display, call quality is good, Stereo audio is amazing overall it's a must buy under 500$ price tag","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1562682009-628","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Dobber","Best phone for the money right now","July 2, 2019","Love this phone. Had an original Pixel and gave it up when I switched networks to avoid paying in full to take with me to AT&T. Really glad I went back to Pixel from Moto. Phone is light weight, holds a charge more than a full day for me with medium usage and you can't beat the camera on Pixel. People complain about the old snapdragon but I can't tell a difference. Comparing side by side to an s10 or Pixel 3 this phone opens apps alittle slower but once in the apps its just as fast. The screen is crisp, the phone is more than quick enough for the avg person and it's only $399","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1562682026-667","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","John Isabel","This phone is amazing!","June 17, 2019","I love the design on all the Google phones I definitely recommend!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1562682041-680","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Great phone for the price","June 20, 2019","This phone has a great camera, an intuitive interface, a great screen, and loud speakers. Why spend $1000+ for an iPhone or Galaxy when you get nearly the same performance at half the price. And you don't have to worry about the added bloatware other companies add to their android devices. Overall a great buy","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1562682062-692","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Rolfathan","Flagship phone camera at mid-range price.","May 29, 2019","I've always purchased used phones because I didn't need the latest and greatest processor, but always wanted a nicer camera.

See, the cameras on midrange phones tend to never be as good as the flagship phone's cameras of even a few years back. So when the Pixel 2 was out, I was still on my Moto X. Moto X was older, yes, but still had a decent camera for the time and an OLED screen.

Finally today we have the option of the Pixel 3a. A device with an OLED screen, IMO the best cellphone camera on the market, and a midrange prcoessor. This bringing the price down to a point that I saw it as entirely afforable.

Headphone jack, no goofy notch, but still doesn't look severely old. It's honestly a return to the Nexus style model, and I'm in love with it.

The only negative reviews I see are people complaining that it doesn't have all the features of the $800 phone. Of course it doesn't! Otherwise it would cost more.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1562682109-738","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Brandon","Google hit a home run with the Pixel 3a XL","June 12, 2019","I just purchased this phone about a week ago as an upgrade to my iPhone 7. This may be the best phone I've ever used. Coming from the apple universe I was skeptical, but Google is doing amazing things right now. The camera, screen, and usability of this phone are extremely better than the iPhone. (And this is coming from someone who's used iPhones their entire life). Another great thing about this phone is the price. It's crazy they fit all of this tech into a $400 phone. If you want my 2 cents, than buy this phone and you won't regret it.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1562682109-734","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","H. Nguyen","Amazing camera and battery life","June 16, 2019","Coming off from an LG g5, this phone is a big upgrade even though it's a mid level phone. I traded the LG to get the pixel 3a via TMobile.

Pros:

- Always get the latest Android

- No bloat ware from TMobile

- Camera quality is great compared to my previous phone. This is especially helpful when depositing checks.

- Apps like Tesla actually works much better.

- Even though it uses a budget processor, the apps and phone's functions are very snappy (Android system on Android phone helps?)

- Battery is amazing and the fast charging is as promised. I only need to charge the phone for about 30 minutes or so to get to from 50 to 90%. This will last about a day worth of light usage or half a day worth more screen time.

I've used this phone for about a month, but I've little drawbacks.

- The display is great with improved clarity and sharpness compared to the older LG.

- Keyboard and swiping function is much better compared to the LG.

Con:

- No option for turning off the screen with double-tap? I can only use the power button to execute this function.

- Can't think of another but will update is anything arises.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1562682005-616","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ke Ada","Phone just stopped working/ blanked out","June 18, 2019","This phone just blanked completely out. It just stop working .. I paid like 500 bucks for a broke phone.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1562682026-668","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","tenderkuma8","good phone for android user","June 30, 2019","good phone for android user","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1562682013-636","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Don B","Super Duper phone","June 15, 2019","This is hands down the BEST phone on the market. Had an XR for a while, glad I sent it back. This runs circle around the XR and does EVERYTHING I need and more. Keep spending a grand on a phone and when you have no more money, come get the 3a.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1562682002-606","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","CynicalBubble2","Overall Good Value","May 15, 2019","This phone does as well as my Pixel 2XL did, for half the price.

Pros: low cost, incredible camera, Google ecosystem, battery life, headphone jack.
Cons: slightly buggy phone app, cheaper materials, not quite waterproof, lack of wireless charging, no earbuds included.

I was a bit hesitant to risk upgrading, but I'm so glad that I did. I bought the 3A XL in Purple-ish, and the color is gorgeous. The battery life has been great, surprisingly better than my Pixel 2XL. Please note that I did disable some digital wellbeing features within an hour of initial setup, which has increased the speed and saved some battery. The display is nice, and bringing back the headphone jack was a pleasant surprise (I don't know about you but I was CONSTANTLY losing my 'dongle' when I actually needed it).

However, there are a few major features lacking on this model vs the 3XL, primarily lack of wireless charging and waterproofing. Another major difference is the materials are definitely cheaper. It doesn't look or feel as cheaply made as say, the iPhone 5C did. The back simply doesn't have quite the same glow as the 2XL or 3XL. I would definitely recommend getting a screen protector on the device immediately before use, as the glass on the front isn't as durable. That said, it doesn't really look or feel cheap, just not built as premium as other Pixel devices.

I could probably write an entire page about how incredible the camera is, but it's something you really just need to experience for yourself. Night Sight blew my mind. I took pictures of my living room in nearly pitch black darkness and a) I was able to see more in the photo than I could with my naked eye in the dark and b) it honestly looked like the time of day the photo was taken was about 4pm with the amount of light in the image. Portrait mode on any Pixel is fantastic. I have been asked if many pictures that I have taken on Pixel phones are professional photographs, and I am really not the best photographer.

I do feel the need to mention that the phone app still has some kinks to work out, but I'm confident from my past experience with Google that it won't be long before its fixed. I have noticed that sometimes on calls, the phone has issues with displaying contact names on screen when I switch from one call to another. Luckily, there is an option built into the device's settings to immediately talk with Google support live agents via chat. I did this with ZERO wait time. Super helpful!

Considering upgrading from an iPhone? I would recommend ignoring other online reviews that advise you against it and just go for it. (Just remember if you have a newer iPhone, make sure to compare features on your current device such as wireless charging first). My inital experience going from Apple to Google (iPhone to the Pixel 2XL) was seamless. Everything transferred via the cord and adapter given in the box. (Minus my collection of Apple music of course, but that's what Spotify is for!)

New to Google? The Google ecosystem works incredibly well as a whole. I have Google smart home products in my home, and use Google photos and Gmail/google calendar/g suite etc. I'm amazed every day by new ways that everything works together.

Lastly, THE PRICE! A new release, good quality phone at this low of a cost? It's a GAME CHANGER. This was the deciding factor for me choosing to upgrade, and it's absolutely worth the cost. In fact, a phone with this good of a camera at this cost is basically a steal.","5.0 out of 5 stars","",""
"1562682101-714","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","H","Great bang for buck","July 6, 2019","I am quite satisfied with the phone. It is actually lighter than most other phones, which took me off guard at first. But that is a nice touch. Screen is pretty high quality too. I realize this isn't a flagship phone, but that is kinda the point here. A phone that isn't 1000$ but still works well. It does that perfectly.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1562682017-651","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Kris Gupta","Worth the price!","June 30, 2019","Simply loving it. I read about its camera in all forums. Man, its camera is simply incredible. Especially night shots are simply superb!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1562682026-672","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Gavin Wells","Microphone Didn't Work on Brand New Phone","June 5, 2019","I own 3 Google Mini's, a Google Home, and a Chrome-cast, and had just signed up for Google-Fi, so I figured it was time to have a Google phone.

It arrived 6/3 and the microphone stopped working 6/4 and am having it refunded on 6/5.

I got called from a potential employer twice and they couldn't hear me. They wasted 7 hours of my time.

Purchased from the Google store.

I had 6 interactions where Google couldn't identify the problem before saying it'd take 2-7 days to ship a replacement.
I asked if they could simply overnight it, or give me a two year warranty, or literally anything since they are selling faulty phones. Long story short, it's their 3rd generation of phones and they still can't get it right, and they don't even want to try. I've been Google loyal for 7 years and after they delivered a faulty phone and didn't want to make it right, I'm switching to Apple.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1562682101-719","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Mike A.","Great phone!","July 3, 2019","Very happy with Pixel 3a. It has almost everything I want, with exception being wireless charging. Great camera, battery life, display and of course stock Android interface. But maybe most importantly it has headphone jack! Why spend more?","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1562682109-735","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Great phone at an affordable price.","May 17, 2019","Takes awesome pictures.  Great battery life.  Screen isn't as nice as my wife's OnePlus 6T, but good enough given the price difference.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1562682026-671","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","J. H.","ATT WiFi calling works","May 18, 2019","I can confirm that unlike many unlocked phones, the Pixel 3a XL works fine on my ATT account with Wifi calling enabled.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1562682041-682","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Mary Lou","What a great phone and camera for this price","June 17, 2019","This phone is amazing ... Especially the camera ... I night shots in incredible quality ... with nearly no light ... Having Google project Fi which I like a lot, to buy this phone was a great decision ... for it's money definitely","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1562682017-644","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Kyle Doonan","Great value","June 30, 2019","I don't know why anyone would buy a $1000 phone. Does everything I want and need and keeps $500 in my pocket.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1562682062-691","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Jeremy lagoa","Best phone out there compared to Apple and Samsung","June 10, 2019","I use to be a sucker and get the latest phone from Apple to Samsung spending $1000s of dollars almost every year until I saw the Pixel 3a. I really didn't pay much to it until my co worker told me about it. I decided to see his Pixel phone hands on. I'm quite impressed for hundreds of dollars less you get all the same features in a smart phone that apple and Samsung has out as well. Google does better service then others. You don't really need animoji and other necessities that apple and Samsung charge to us consumers. Night mode on the camera is awesome don't really need to use flash. If you are a Google user as myself then this phone will feel just right. Having home devices connected to Google such as the Google mini and watches makes them easier to use. Best of all is the storage. While Apple and Samsung use phone storage to save photos and videos, Google gives you unlimited data space in their cloud service so every time you snap a picture or videos it gets automatically synced to their service which allows you to have more storage on your device. Oooh and did I mention the phone is only $399!!!!!! Check out the Google store online more information and specs honestly you rather spend over $1000 or $399 you do the math. Thank you Google","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1562682009-633","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Stephen A Miller","Great Phone","June 5, 2019","Love it Love it Love it. just upgraded to this from a Moto G5+. after a few minutes ive noticed a huge difference in performance.  great value for a $400 phone and with 3 year updates you cant beat that. wish it had wireless charging but oh well not a huge deal. yes it's plastic but it doesn't feel cheap. the speakers are louder then i thought.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1562682013-637","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Daniel G.","Great device, great price.","June 13, 2019","Works really great, camera is good and has fun features. Works fast, haven't seen any lag despite playing heavy games. It even works well on Snapchat, imagine that. Recommend 1000%","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1562682062-689","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Stephen G.","Exactly what the US market needs","May 16, 2019","Switched from OG Pixel XL
I've had the phone for about a week and absolutely love it. It has every feature you could possibly want (except for waterproof and wireless charging) at a completely reasonable price. Google spent money where it actually matters with this phone and I believe they made perfect choices.

+ OLED screen, looks better than my Pixel XL
+ Camera, no expense spared,
+ Build quality is excellent, plastic does not feel cheap and can take a beating when you drop it. (why everyone thinks they need solid glass phones or 'titanium' build is beyond me).
+ Battery life is FANTASTIC. They really paid attention to this one and it shows.
+ Processor speed is zippy for all that you need to do. Yes, they didn't put the latest and greatest processors inside but they opted for a slightly older (but still great) processor that consumes less battery.  In my opinion, I would rather have a longer battery life with a great processor than terrible battery life with an advanced just released-processor. Unless you are filming 4k while playing a 3D video game you won't even notice.
+ headphone jack
+ no notch

Negatives:
Not waterproof and no wireless charging, both 2 things I can completely live without.
I have no other negative comments or thoughts, the phone is that good.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1562682026-665","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Alexandra","Not a great battery life","July 4, 2019","Amazing camera not great battery life","4.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1562682022-656","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Rob Weins","Pixel 3a is GREAT!","June 5, 2019","Love this phone! AWESOME camera! Would recommend to for any everyday user.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
